"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Not informed","Yes","Not informed","No","Classification","Not informed","Various","ISIC, Barrett’s oesophagus","Not informed","Not informed","Not informed","Technical and biological validations","Not informed","Not informed","No","Not informed","Not informed","Yes","No","Implementation bottlenecks","A roadmap for the clinical implementation of optical-imaging biomarkers"
"Not informed","No","Not informed","Not informed","Prevention","Not informed","Various","ISIC, PH2, HAM10000 (not specified)","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","Skin Cancer Prevention"
"Convolutional Neural Networks (CNN)","Yes","New","No","Classification","Not informed","Melanoma","ISIC","1000","Yes","No","Train/Test split","Not informed","Not informed","No","Accuracy and Validation","98.39% Accuracy","Yes","No","","CNN and Metadata for Classification of Benign and Malignant Melanomas"
"Not informed","Yes","Not informed","No","Classification","Yes","Various","ISIC2018 datasets, Lung cancer dataset, Breast cancer dataset, Diabetes dataset, Skin diseases dataset, Heart diseases dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy ratio, Not specified in the abstract.","Not informed","No","No","Hard to discover valuable literature","A Comprehensive Looks at Data Mining Techniques Contributing to Medical Data Growth: A Survey of Researcher Reviews"
"Transfer Learning with pre-trained AlexNet","Yes","Adaptation","No","Classification","Not informed","Various","ISIC 2018","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","No","Accuracy, Sensitivity, Specificity, Precision","98.70% Accuracy","No","Yes","Not informed","Classification of Skin Lesions into Seven Classes Using Transfer Learning with AlexNet"
"Pixel Path","Yes","New","No","Segmentation","Not informed","Melanoma","PH2 and ISBI2016 challenge","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Specificity, Accuracy, Hammuode distance and XOR","Not informed","No","No","","Automatic Skin Lesion Segmentation—A Novel Approach of Lesion Filling through Pixel Path"
"Neural Networks","Yes","Adaptation","No","Classification","Not informed","Melanoma","ISIC2018 datasets and others (not specified)","Not informed","Not informed","ABC algorithm or its derivatives, ABCD algorithm in combination with other algorithms","Not informed","Not informed","Not informed","Yes (compared to dermatologists)","Specificity, Accuracy and Sensitivity","Higher specificity, accuracy and sensitivity than dermatologists","No specific comparison with state-of-the-art methods mentioned in the paper","Yes (multiple datasets used)","Need more datasets to confirm results","Review of medical image recognition technologies to detect melanomas using neural networks"
"Bioinspired data fusion architecture","No","New","Yes","Classification","Yes","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","Not informed","Yes","Recognition accuracy","100% recognition accuracy","No","No","","Gesture recognition using a bioinspired learning architecture that integrates visual data with somatosensory data from stretchable sensors"
"","No","","","","","Ovarian tumours","ES-2 xenograft model and PDX using a MR-compatible imaging window chamber in CD1 athymic nude mice and NSG mice","","","","","","","","","","","","","Bimodal magnetic resonance and optical imaging of extracellular matrix remodelling by orthotopic ovarian tumours"
"DFU_QUTNet","Yes","New","No","Classification","Yes","Not informed","754-ft images dataset (healthy skin and DFU)","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","Yes","F1-score (94.5%)","94.5% F1-score","Yes","No","Not informed","DFU_QUTNet: diabetic foot ulcer classification using novel deep convolutional neural network"
"Not informed","Yes","Not informed","No","Classification","Not informed","Melanoma","ISIC2018 datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy and Δ E * ab = 2.5 (CIELAB 1976)","89 FPS in real-time performance","Yes","Not informed","Geometric dimension reproduction error did not exceed 0.02%","Development of a Standard for Verification of the System for Automated Morphometry of Clinical Images of Skin Neoplasms"
"Not informed","No","Not informed","Yes","Classification","Not informed","Not informed","Mice (transgenic)","Not informed","Not informed","Not informed","Multiple body sites and esophagus","No","Not informed","Yes","Cell cycle times, lineage tracing data","Single population of proliferating cells maintains epidermal and esophageal epithelial homeostasis.","No","Not informed","Predictability of cell division outcomes","A single-progenitor model as the unifying paradigm of epidermal and esophageal epithelial maintenance in mice"
"Convolutional Neural Network (CNN)","Yes","New","No","Classification","Yes","Various","ISIC challenge archives","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","No","Accuracy","Not informed","No","No","Not informed","Deep Learning Solutions for Skin Cancer Detection and Diagnosis"
"Shallow Convolutional Neural Network (CNN)","Yes","New","No","Classification","Not informed","Various","ISIC2019 dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","ROC-AUC (0.782)","Not informed","Yes","No","","An Approach for Skin Lesions Classification with a Shallow Convolutional Neural Network"
"Not informed","Yes","Not informed","No","Classification","Not informed","Various","ISIC2018 datasets","Not informed","Not informed","Yes","Not informed","Not informed","Not informed","No","Accuracy, FPS (89)","Not informed","Yes","No","None mentioned","Serving the Dermatologists: Skin Diseases Detection"
"Deep learning neural network with transfer learning","Yes","Adaptation","No","Classification","Yes","Various","Not informed","Not informed","Not informed","Yes","Not informed","Yes","Not informed","No","Accuracy","7 out of the 8 classes improved accuracy","No","No","","On Image Prefiltering for Skin Lesion Characterization Utilizing Deep Transfer Learning"
"Histogram of Oriented Gradients and machine learning","Yes","New","No","Classification","Yes","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","Embedded System to Support Skin Cancer Recognition"
"Acousto-Optical Hyperspectral Imaging","Yes","New","No","Classification","Not informed","Various","ISIC2018 datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy of skin neoplasms detection","Not informed","Yes","In vivo high-resolution images of skin tissues in visible spectrum","Not informed","Application of Acousto-Optical Hyperspectral Imaging for Skin Cancer Diagnostics"
"Not informed","Yes","Adaptation","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","No","Not informed","Not informed","Not informed","Yes","Accuracy, Sensitivity","Not informed","No","No","","Automatic Melanoma Detection System (AMDS): A State-of-the-Art Review"
"","","","","","","","","","","","","","","","","","","","","Fairness of Classifiers Across Skin Tones in Dermatology"
"U-Net and DCNN-SVM","Yes","New","No","Segmentation and Classification","Yes","Melanoma","ISIC2018, PH^2","Not informed","Not informed","Data augmentation and spatial dropout","Two different datasets (ISIC 2018 and PH^2)","Yes","Rotation, crop, flip","State-of-the-art deep nets as feature extractors","Mean Dice score, Mean Jaccard index, Accuracy","92% accuracy on PH^2 dataset","Yes","No","","Automatic Skin Lesion Segmentation and Melanoma Detection: Transfer Learning Approach with U-Net and DCNN-SVM"
"Not informed","Yes","New","No","Classification","Not informed","Melanoma","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","Yes","No","Not informed","Digital Dermoscopy Analysis"
"Online Variational Learning for Medical Image Data Clustering","Yes","New","No","Clustering","Not informed","Various (Melanomic skin lesion, Brain tumour, Lung tuberculosis)","Synthetic and real data sets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","Yes (Synthetic and real data sets)","Not informed","Online Variational Learning for Medical Image Data Clustering"
"Harris edge detection and preprocessing using median filtration and Otsu segmentation","Yes","New","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Harris edge detection, median filtration and Otsu segmentation","Not informed","Not informed","Not informed","No","TDS (total dermoscopic value)","Not informed","No","No","Not informed","ABCD Features Extraction-Based Melanoma Detection and Classification"
